id,type,color
6336,banana,yellow
6337,banana,green
6338,banana,yellow
6339,cherry,red
6340,apple,red
6341,cherry,red
6342,apple,green
6343,apple,green
6344,banana,green
6345,apple,yellow
6346,banana,yellow
6347,banana,green
6348,banana,yellow
6349,banana,green
6350,apple,red
6351,apple,green
6352,cherry,purple
6353,banana,green
6354,cherry,purple
6355,apple,green
6356,banana,yellow
6357,cherry,red
6358,apple,green
6359,cherry,red
6360,banana,green
6361,apple,green
6362,apple,green
6363,banana,yellow
6364,cherry,red
6365,apple,yellow
6366,apple,yellow
6367,apple,red
6368,apple,yellow
6369,apple,yellow
6370,cherry,red
6371,cherry,purple
6372,banana,yellow
6373,apple,red
6374,banana,yellow
6375,cherry,red
6376,banana,green
6377,cherry,purple
6378,apple,green
6379,apple,yellow
6380,cherry,purple
6381,banana,yellow
6382,banana,green
6383,apple,green
6384,banana,green
6385,apple,yellow
6386,banana,yellow
6387,apple,green
6388,apple,green
6389,cherry,red
6390,apple,red
6391,banana,green
6392,banana,yellow
6393,cherry,red
6394,apple,green
6395,apple,green
6396,apple,yellow
6397,banana,yellow
6398,apple,red
6399,banana,green
6400,apple,red
6401,banana,yellow
6402,cherry,purple
6403,apple,green
6404,apple,red
6405,banana,green
6406,apple,yellow
6407,apple,green
6408,cherry,red
6409,apple,green
6410,apple,green
6411,banana,yellow
6412,cherry,purple
6413,cherry,red
6414,banana,yellow
6415,cherry,purple
6416,apple,yellow
6417,banana,green
6418,banana,yellow
6419,cherry,purple
6420,cherry,purple
6421,cherry,purple
6422,banana,green
6423,cherry,red
6424,apple,yellow
6425,cherry,red
6426,banana,yellow
6427,banana,green
6428,apple,yellow
6429,banana,green
6430,banana,green
6431,apple,red
6432,banana,yellow
6433,banana,yellow
6434,cherry,red
6435,apple,yellow
6436,banana,green
6437,cherry,red
6438,apple,green
6439,cherry,red
6440,cherry,purple
6441,banana,yellow
6442,apple,red
6443,apple,green
6444,apple,green
6445,cherry,purple
6446,cherry,purple
6447,apple,yellow
6448,apple,red
6449,apple,red
6450,apple,yellow
6451,cherry,purple
6452,cherry,red
6453,apple,yellow
6454,banana,green
6455,cherry,red
6456,cherry,red
6457,apple,yellow
6458,banana,yellow
6459,apple,green
6460,apple,yellow
6461,apple,green
6462,apple,green
6463,banana,green
6464,apple,yellow
6465,banana,green
6466,cherry,purple
6467,cherry,red
6468,apple,red
6469,apple,green
6470,cherry,purple
6471,cherry,red
6472,apple,yellow
6473,apple,red
6474,apple,yellow
6475,cherry,purple
6476,cherry,red
6477,banana,green
6478,apple,green
6479,apple,yellow
6480,cherry,purple
6481,banana,yellow
6482,apple,red
6483,banana,yellow
6484,apple,red
6485,banana,green
6486,apple,red
6487,cherry,red
6488,apple,red
6489,banana,yellow
6490,apple,green
6491,apple,red
6492,cherry,purple
6493,cherry,purple
6494,banana,yellow
6495,banana,green
6496,banana,green
6497,banana,green
6498,cherry,purple
6499,banana,green
6500,cherry,red
6501,apple,green
6502,apple,yellow
6503,apple,yellow
6504,apple,yellow
6505,banana,yellow
6506,cherry,purple
6507,banana,yellow
6508,cherry,red
6509,banana,yellow
6510,banana,yellow
6511,banana,green
6512,banana,green
6513,apple,red
6514,apple,green
6515,banana,yellow
6516,cherry,purple
6517,cherry,red
6518,apple,green
6519,apple,yellow
6520,apple,green
6521,cherry,red
6522,banana,green
6523,banana,yellow
6524,cherry,red
6525,banana,green
6526,banana,green
6527,apple,yellow
6528,cherry,purple
6529,apple,yellow
6530,cherry,purple
6531,cherry,red
6532,banana,green
6533,banana,yellow
6534,banana,green
6535,banana,yellow
6536,apple,yellow
6537,cherry,red
6538,cherry,red
6539,banana,green
6540,banana,green
6541,apple,green
6542,banana,green
6543,cherry,purple
6544,banana,yellow
6545,cherry,red
6546,apple,green
6547,apple,green
6548,cherry,purple
6549,apple,green
6550,banana,yellow
6551,apple,yellow
6552,banana,green
6553,banana,yellow
6554,banana,yellow
6555,cherry,red
6556,cherry,red
6557,banana,yellow
6558,apple,yellow
6559,apple,green
6560,apple,red
6561,cherry,purple
6562,cherry,red
6563,apple,yellow
6564,banana,yellow
6565,cherry,red
6566,cherry,red
6567,banana,yellow
6568,cherry,red
6569,banana,green
6570,apple,red
6571,cherry,red
6572,cherry,purple
6573,cherry,red
6574,apple,red
6575,banana,yellow
6576,cherry,purple
6577,apple,red
6578,cherry,purple
6579,cherry,purple
6580,cherry,red
6581,banana,yellow
6582,apple,green
6583,apple,green
6584,apple,green
6585,apple,red
6586,cherry,purple
6587,cherry,red
6588,cherry,red
6589,banana,green
6590,cherry,purple
6591,cherry,red
6592,apple,red
6593,banana,yellow
6594,apple,yellow
6595,banana,green
6596,apple,green
6597,apple,red
6598,apple,green
6599,banana,green
6600,banana,green
6601,cherry,red
6602,banana,yellow
6603,apple,red
6604,apple,yellow
6605,banana,yellow
6606,banana,yellow
6607,banana,yellow
6608,cherry,purple
6609,apple,yellow
6610,apple,yellow
6611,cherry,red
6612,banana,yellow
6613,cherry,red
6614,banana,yellow
6615,cherry,purple
6616,apple,red
6617,banana,yellow
6618,apple,green
6619,apple,yellow
6620,apple,green
6621,apple,red
6622,banana,green
6623,cherry,purple
6624,cherry,purple
6625,cherry,purple
6626,apple,red
6627,banana,green
6628,cherry,purple
6629,banana,green
6630,apple,yellow
6631,banana,green
6632,banana,yellow
6633,banana,green
6634,apple,red
6635,cherry,purple
6636,apple,red
6637,banana,green
6638,apple,green
6639,apple,yellow
6640,apple,yellow
6641,apple,red
6642,cherry,purple
6643,apple,yellow
6644,apple,yellow
6645,apple,yellow
6646,banana,green
6647,apple,green
6648,apple,yellow
6649,apple,red
6650,apple,red
6651,cherry,purple
6652,apple,yellow
6653,cherry,purple
6654,banana,yellow
6655,apple,green
6656,apple,yellow
6657,cherry,red
6658,banana,green
6659,banana,yellow
6660,banana,yellow
6661,banana,yellow
6662,cherry,purple
6663,apple,red
6664,cherry,purple
6665,cherry,purple
6666,cherry,purple
6667,banana,yellow
6668,apple,red
6669,cherry,red
6670,apple,yellow
6671,apple,yellow
6672,banana,yellow
6673,cherry,red
6674,cherry,purple
6675,banana,yellow
6676,banana,green
6677,apple,yellow
6678,apple,yellow
6679,banana,yellow
6680,banana,green
6681,apple,red
6682,cherry,red
6683,apple,red
6684,banana,green
6685,cherry,red
6686,cherry,red
6687,banana,yellow
6688,apple,green
6689,cherry,purple
6690,apple,yellow
6691,apple,yellow
6692,apple,green
6693,banana,green
6694,cherry,purple
6695,banana,yellow
6696,banana,green
6697,apple,green
6698,banana,yellow
6699,cherry,purple
6700,cherry,red
6701,apple,red
6702,banana,green
6703,apple,green
6704,banana,yellow
6705,cherry,red
6706,cherry,purple
6707,apple,green
6708,banana,green
6709,banana,green
6710,banana,green
6711,banana,green
6712,apple,green
6713,apple,yellow
6714,apple,red
6715,banana,yellow
6716,cherry,purple
6717,cherry,purple
6718,apple,green
6719,apple,red
6720,banana,green
6721,apple,yellow
6722,banana,yellow
6723,apple,yellow
6724,cherry,purple
6725,cherry,purple
6726,apple,green
6727,apple,red
6728,apple,yellow
6729,apple,yellow
6730,banana,yellow
6731,banana,yellow
6732,apple,green
6733,banana,yellow
6734,cherry,purple
6735,apple,yellow
6736,banana,yellow
6737,banana,yellow
6738,apple,red
6739,cherry,red
6740,apple,red
6741,apple,green
6742,apple,red
6743,cherry,purple
6744,cherry,purple
6745,banana,green
6746,banana,green
6747,banana,yellow
6748,apple,red
6749,cherry,red
6750,cherry,red
6751,apple,red
6752,banana,green
6753,apple,yellow
6754,banana,green
6755,banana,yellow
6756,cherry,red
6757,cherry,red
6758,cherry,red
6759,cherry,purple
6760,apple,red
6761,cherry,purple
6762,cherry,red
6763,banana,yellow
6764,cherry,purple
6765,cherry,red
6766,cherry,red
6767,apple,yellow
6768,apple,green
6769,cherry,red
6770,cherry,red
6771,cherry,purple
6772,apple,red
6773,apple,green
6774,apple,yellow
6775,banana,yellow
6776,apple,green
6777,apple,green
6778,cherry,red
6779,banana,yellow
6780,apple,red
6781,banana,green
6782,banana,green
6783,apple,green
6784,banana,green
6785,banana,green
6786,banana,yellow
6787,cherry,red
6788,banana,yellow
6789,apple,red
6790,cherry,purple
6791,apple,yellow
6792,banana,green
6793,apple,yellow
6794,cherry,purple
6795,banana,green
6796,apple,green
6797,banana,yellow
6798,banana,green
6799,apple,green
6800,cherry,red
6801,cherry,purple
6802,cherry,red
6803,apple,red
6804,cherry,red
6805,apple,red
6806,apple,red
6807,banana,yellow
6808,cherry,red
6809,apple,red
6810,banana,green
6811,cherry,red
6812,apple,yellow
6813,cherry,purple
6814,banana,green
6815,cherry,red
6816,banana,yellow
6817,banana,yellow
6818,cherry,red
6819,apple,yellow
6820,cherry,red
6821,banana,yellow
6822,apple,yellow
6823,apple,green
6824,banana,yellow
6825,banana,yellow
6826,banana,green
6827,banana,yellow
6828,banana,yellow
6829,banana,yellow
6830,apple,red
6831,apple,yellow
6832,banana,yellow
6833,banana,yellow
6834,apple,green
6835,cherry,red
6836,apple,yellow
6837,cherry,purple
6838,banana,green
6839,apple,green
6840,cherry,red
6841,banana,green
6842,apple,red
6843,apple,red
6844,banana,yellow
6845,banana,green
6846,apple,yellow
6847,banana,yellow
6848,apple,green
6849,banana,yellow
6850,banana,green
6851,banana,green
6852,apple,green
6853,cherry,purple
6854,banana,yellow
6855,apple,red
6856,apple,green
6857,banana,green
6858,apple,green
6859,banana,green
6860,banana,yellow
6861,banana,green
6862,banana,yellow
6863,cherry,purple
6864,apple,yellow
6865,apple,green
6866,apple,yellow
6867,cherry,red
6868,banana,yellow
6869,apple,red
6870,apple,red
6871,apple,red
6872,apple,green
6873,apple,yellow
6874,apple,red
6875,banana,green
6876,banana,yellow
6877,banana,yellow
6878,apple,red
6879,apple,green
6880,banana,green
6881,apple,yellow
6882,cherry,red
6883,banana,yellow
6884,cherry,red
6885,apple,green
6886,banana,green
6887,banana,yellow
6888,banana,green
6889,banana,yellow
6890,apple,green
6891,apple,green
6892,apple,red
6893,apple,green
6894,banana,green
6895,banana,green
6896,cherry,purple
6897,banana,green
6898,banana,yellow
6899,cherry,red
6900,banana,yellow
6901,cherry,red
6902,banana,green
6903,cherry,purple
6904,banana,yellow
6905,apple,red
6906,banana,yellow
6907,banana,green
6908,banana,green
6909,apple,green
6910,cherry,purple
6911,banana,green
6912,cherry,red
6913,banana,yellow
6914,banana,green
6915,apple,yellow
6916,banana,yellow
6917,cherry,purple
6918,banana,green
6919,banana,yellow
6920,cherry,red
6921,cherry,red
6922,apple,red
6923,banana,yellow
6924,banana,green
6925,apple,green
6926,banana,yellow
6927,apple,red
6928,apple,red
6929,apple,yellow
6930,cherry,red
6931,apple,red
6932,banana,green
6933,banana,green
6934,cherry,red
6935,cherry,purple
6936,apple,yellow
6937,banana,green
6938,apple,red
6939,apple,red
6940,apple,green
6941,banana,green
6942,apple,yellow
6943,apple,red
6944,banana,green
6945,apple,green
6946,banana,yellow
6947,banana,green
6948,banana,yellow
6949,cherry,red
6950,banana,yellow
6951,banana,yellow
6952,apple,red
6953,banana,yellow
6954,apple,green
6955,cherry,purple
6956,apple,green
6957,cherry,purple
6958,banana,yellow
6959,banana,green
6960,banana,yellow
6961,cherry,purple
6962,apple,green
6963,apple,red
6964,banana,yellow
6965,apple,yellow
6966,apple,red
6967,apple,red
6968,cherry,red
6969,banana,green
6970,apple,yellow
6971,banana,yellow
6972,banana,green
6973,banana,green
6974,banana,yellow
6975,apple,red
6976,apple,yellow
6977,banana,green
6978,banana,green
6979,banana,yellow
6980,apple,red
6981,banana,green
6982,apple,green
6983,banana,yellow
6984,cherry,purple
6985,apple,green
6986,cherry,purple
6987,apple,green
6988,banana,green
6989,banana,green
6990,apple,red
6991,apple,red
6992,banana,yellow
6993,apple,yellow
6994,banana,green
6995,cherry,red
6996,cherry,purple
6997,apple,red
6998,banana,yellow
6999,banana,green
7000,apple,red
7001,apple,red
7002,cherry,purple
7003,apple,yellow
7004,apple,green
7005,banana,green
7006,banana,yellow
7007,cherry,purple
7008,banana,green
7009,cherry,red
7010,apple,red
7011,cherry,red
7012,banana,yellow
7013,cherry,red
7014,apple,green
7015,banana,yellow
7016,apple,green
7017,apple,red
7018,cherry,purple
7019,apple,green
7020,banana,green
7021,cherry,red
7022,apple,green
7023,banana,yellow
7024,apple,yellow
7025,banana,yellow
7026,cherry,purple
7027,apple,red
7028,apple,red
7029,banana,green
7030,apple,yellow
7031,banana,yellow
7032,banana,yellow
7033,apple,green
7034,banana,yellow
7035,apple,green
7036,cherry,purple
7037,apple,red
7038,banana,yellow
7039,banana,green
7040,banana,green
7041,apple,green
7042,apple,green
7043,cherry,red
7044,apple,green
7045,cherry,red
7046,cherry,purple
7047,banana,green
7048,cherry,red
7049,apple,red
7050,banana,green
7051,cherry,red
7052,apple,green
7053,banana,yellow
7054,apple,yellow
7055,apple,red
7056,banana,green
7057,banana,green
7058,cherry,red
7059,cherry,purple
7060,banana,green
7061,apple,green
7062,apple,green
7063,cherry,purple
7064,cherry,purple
7065,banana,yellow
7066,cherry,purple
7067,banana,yellow
7068,banana,yellow
7069,cherry,red
7070,cherry,red
7071,cherry,purple
7072,apple,green
7073,cherry,red
7074,banana,yellow
7075,apple,yellow
7076,banana,yellow
7077,banana,green
7078,banana,green
7079,banana,green
7080,banana,green
7081,banana,green
7082,apple,green
7083,banana,yellow
7084,apple,yellow
7085,banana,yellow
7086,banana,yellow
7087,banana,yellow
7088,banana,green
7089,apple,green
7090,apple,red
7091,banana,yellow
7092,cherry,red
7093,apple,red
7094,apple,red
7095,apple,yellow
7096,apple,green
7097,banana,yellow
7098,banana,green
7099,banana,yellow
7100,banana,green
7101,apple,green
7102,apple,green
7103,banana,green
7104,banana,yellow
7105,banana,yellow
7106,banana,green
7107,apple,yellow
7108,banana,green
7109,cherry,red
7110,banana,green
7111,cherry,purple
7112,cherry,purple
7113,apple,green
7114,cherry,red
7115,banana,yellow
7116,apple,yellow
7117,cherry,red
7118,banana,green
7119,apple,green
7120,apple,green
7121,banana,green
7122,apple,green
7123,apple,yellow
7124,apple,yellow
7125,cherry,purple
7126,apple,red
7127,banana,green
7128,cherry,red
7129,apple,red
7130,banana,green
7131,apple,green
7132,apple,red
7133,apple,yellow
7134,apple,red
7135,banana,yellow
7136,apple,green
7137,apple,green
7138,cherry,red
7139,cherry,red
7140,apple,red
7141,apple,yellow
7142,banana,green
7143,apple,green
7144,cherry,red
7145,apple,red
7146,apple,yellow
7147,banana,green
7148,banana,green
7149,apple,yellow
7150,cherry,purple
7151,banana,yellow
7152,banana,yellow
7153,apple,yellow
7154,banana,yellow
7155,apple,green
7156,cherry,purple
7157,banana,yellow
7158,cherry,red
7159,apple,red
7160,apple,red
7161,banana,green
7162,banana,green
7163,banana,green
7164,apple,yellow
7165,apple,green
7166,apple,red
7167,apple,red
7168,apple,yellow
7169,banana,yellow
7170,apple,yellow
7171,cherry,red
7172,banana,green
7173,banana,yellow
7174,apple,red
7175,apple,red
7176,cherry,red
7177,apple,green
7178,banana,yellow
7179,apple,green
7180,banana,yellow
7181,apple,red
7182,cherry,red
7183,cherry,red
7184,banana,yellow
7185,banana,yellow
7186,banana,green
7187,cherry,purple
7188,cherry,purple
7189,banana,green
7190,apple,green
7191,cherry,red
7192,apple,yellow
7193,cherry,purple
7194,banana,yellow
7195,banana,yellow
7196,banana,green
7197,banana,yellow
7198,apple,yellow
7199,apple,red
7200,banana,yellow
7201,banana,yellow
7202,banana,yellow
7203,cherry,red
7204,apple,green
7205,apple,yellow
7206,cherry,purple
7207,apple,yellow
7208,banana,green
7209,cherry,purple
7210,banana,green
7211,cherry,red
7212,banana,yellow
7213,banana,green
7214,banana,yellow
7215,apple,green
7216,cherry,purple
7217,banana,yellow
7218,apple,green
7219,cherry,red
7220,apple,green
7221,apple,green
7222,banana,green
7223,apple,yellow
7224,banana,yellow
7225,cherry,red
7226,cherry,purple
7227,apple,yellow
7228,apple,yellow
7229,banana,yellow
7230,cherry,red
7231,apple,yellow
7232,cherry,red
7233,apple,yellow
7234,cherry,red
7235,cherry,purple
7236,apple,green
7237,banana,green
7238,cherry,purple
7239,banana,yellow
7240,apple,red
7241,apple,green
7242,cherry,purple
7243,apple,red
7244,cherry,purple
7245,cherry,purple
7246,cherry,purple
7247,banana,green
7248,apple,red
7249,cherry,purple
7250,banana,green
7251,banana,green
7252,apple,red
7253,apple,red
7254,apple,red
7255,apple,yellow
7256,banana,yellow
7257,cherry,purple
7258,apple,yellow
7259,banana,yellow
7260,apple,yellow
7261,banana,green
7262,banana,yellow
7263,apple,yellow
7264,banana,green
7265,cherry,purple
7266,cherry,red
7267,apple,yellow
7268,apple,red
7269,apple,green
7270,apple,yellow
7271,apple,red
7272,apple,yellow
7273,banana,green
7274,cherry,red
7275,apple,green
7276,apple,green
7277,banana,yellow
7278,cherry,purple
7279,apple,red
7280,banana,green
7281,banana,green
7282,banana,yellow
7283,apple,red
7284,banana,green
7285,banana,green
7286,cherry,purple
7287,apple,green
7288,apple,yellow
7289,banana,green
7290,apple,green
7291,banana,green
7292,cherry,red
7293,apple,yellow
7294,apple,yellow
7295,banana,yellow
7296,cherry,red
7297,apple,green
7298,banana,yellow
7299,banana,yellow
7300,apple,green
7301,cherry,red
7302,banana,yellow
7303,banana,yellow
7304,apple,green
7305,apple,red
7306,banana,green
7307,cherry,red
7308,banana,green
7309,apple,green
7310,cherry,purple
7311,banana,yellow
7312,apple,yellow
7313,banana,yellow
7314,cherry,purple
7315,apple,red
7316,apple,red
7317,apple,yellow
7318,banana,green
7319,apple,green
7320,banana,green
7321,apple,green
7322,apple,red
7323,apple,green
7324,apple,red
7325,apple,red
7326,banana,yellow
7327,apple,green
7328,cherry,red
7329,apple,red
7330,banana,yellow
7331,apple,red
7332,apple,red
7333,banana,green
7334,banana,green
7335,banana,yellow
7336,banana,yellow
7337,apple,red
7338,apple,red
7339,cherry,red
7340,banana,yellow
7341,apple,red
7342,apple,red
7343,cherry,red
7344,cherry,purple
7345,banana,green
7346,banana,green
7347,apple,red
7348,banana,yellow
7349,banana,yellow
7350,apple,green
7351,apple,green
7352,banana,green
7353,banana,green
7354,banana,green
7355,cherry,purple
7356,cherry,purple
7357,cherry,purple
7358,cherry,purple
7359,apple,green
7360,apple,red
7361,apple,yellow
7362,cherry,purple
7363,apple,green
7364,apple,green
7365,apple,green
7366,banana,yellow
7367,apple,yellow
7368,cherry,purple
7369,cherry,red
7370,banana,green
7371,apple,red
7372,apple,red
7373,cherry,purple
7374,banana,green
7375,banana,green
7376,cherry,purple
7377,apple,red
7378,apple,red
7379,cherry,red
7380,apple,red
7381,apple,green
7382,cherry,purple
7383,apple,green
7384,apple,yellow
7385,banana,yellow
7386,cherry,purple
7387,apple,green
7388,apple,yellow
7389,apple,red
7390,apple,yellow
7391,banana,yellow
7392,apple,red
7393,banana,green
7394,apple,green
7395,apple,yellow
7396,banana,green
7397,apple,red
7398,cherry,red
7399,cherry,purple
7400,banana,yellow
7401,banana,yellow
7402,cherry,red
7403,cherry,purple
7404,apple,yellow
7405,banana,green
7406,apple,red
7407,apple,green
7408,apple,red
7409,apple,green
7410,apple,red
7411,apple,yellow
7412,apple,red
7413,banana,green
7414,cherry,red
7415,apple,red
7416,apple,red
7417,apple,green
7418,cherry,red
7419,banana,yellow
7420,cherry,purple
7421,apple,yellow
7422,banana,green
7423,banana,green
7424,cherry,purple
7425,banana,green
7426,banana,green
7427,banana,green
7428,cherry,red
7429,apple,red
7430,banana,green
7431,apple,yellow
7432,apple,yellow
7433,cherry,red
7434,cherry,purple
7435,cherry,purple
7436,apple,red
7437,banana,yellow
7438,cherry,red
7439,banana,yellow
7440,cherry,purple
7441,banana,green
7442,banana,green
7443,apple,red
7444,apple,green
7445,cherry,red
7446,cherry,red
7447,banana,green
7448,apple,green
7449,cherry,purple
7450,cherry,red
7451,apple,green
7452,cherry,purple
7453,cherry,purple
7454,banana,green
7455,banana,yellow
7456,apple,yellow
7457,cherry,purple
7458,apple,green
7459,banana,yellow
7460,apple,red
7461,cherry,red
7462,apple,green
7463,banana,yellow
7464,cherry,red
7465,cherry,red
7466,banana,yellow
7467,apple,green
7468,banana,green
7469,banana,yellow
7470,apple,green
7471,apple,red
7472,cherry,red
7473,cherry,red
7474,cherry,red
7475,cherry,purple
7476,cherry,purple
7477,apple,yellow
7478,apple,yellow
7479,apple,yellow
7480,apple,red
7481,banana,green
7482,apple,yellow
7483,banana,green
7484,banana,green
7485,apple,green
7486,banana,green
7487,cherry,purple
7488,cherry,purple
7489,apple,yellow
7490,cherry,purple
7491,cherry,red
7492,cherry,purple
7493,banana,yellow
7494,apple,red
7495,banana,yellow
7496,apple,yellow
7497,cherry,red
7498,apple,green
7499,apple,yellow
7500,apple,green
7501,banana,yellow
7502,banana,green
7503,banana,green
7504,cherry,red
7505,cherry,red
7506,apple,green
7507,apple,red
7508,apple,green
7509,apple,green
7510,banana,green
7511,cherry,purple
7512,banana,green
7513,banana,green
7514,banana,yellow
7515,apple,red
7516,cherry,purple
7517,apple,green
7518,apple,red
7519,apple,yellow
7520,banana,green
7521,cherry,red
7522,banana,yellow
7523,banana,green
7524,cherry,purple
7525,apple,red
7526,banana,yellow
7527,apple,green
7528,banana,green
7529,banana,yellow
7530,banana,yellow
7531,banana,green
7532,banana,green
7533,apple,green
7534,apple,yellow
7535,banana,yellow
7536,banana,green
7537,cherry,red
7538,cherry,red
7539,banana,green
7540,cherry,red
7541,cherry,purple
7542,apple,red
7543,banana,yellow
7544,apple,green
7545,apple,red
7546,banana,yellow
7547,cherry,purple
7548,banana,green
7549,apple,yellow
7550,cherry,purple
7551,cherry,red
7552,banana,yellow
7553,banana,green
7554,cherry,red
7555,cherry,purple
7556,banana,green
7557,apple,yellow
7558,apple,yellow
7559,banana,green
7560,banana,green
7561,apple,red
7562,cherry,purple
7563,apple,green
7564,banana,green
7565,apple,green
7566,apple,red
7567,apple,green
7568,apple,yellow
7569,banana,yellow
7570,apple,red
7571,cherry,red
7572,cherry,red
7573,cherry,purple
7574,cherry,red
7575,cherry,purple
7576,apple,yellow
7577,banana,yellow
7578,banana,green
7579,cherry,purple
7580,cherry,purple
7581,apple,red
7582,banana,green
7583,banana,yellow
7584,cherry,red
7585,apple,red
7586,banana,yellow
7587,banana,green
7588,apple,green
7589,cherry,purple
7590,apple,yellow
7591,cherry,purple
7592,apple,red
7593,banana,green
7594,cherry,red
7595,cherry,red
7596,cherry,purple
7597,banana,green
7598,apple,yellow
7599,apple,red
7600,apple,red
7601,apple,green
7602,apple,yellow
7603,cherry,purple
7604,banana,yellow
7605,cherry,purple
7606,apple,red
7607,banana,yellow
7608,banana,green
7609,banana,green
7610,apple,red
7611,cherry,purple
7612,apple,yellow
7613,cherry,purple
7614,apple,red
7615,apple,green
7616,banana,yellow
7617,banana,green
7618,cherry,purple
7619,apple,green
7620,cherry,purple
7621,apple,green
7622,banana,green
7623,apple,green
7624,apple,yellow
7625,apple,red
7626,cherry,red
7627,apple,red
7628,cherry,purple
7629,apple,red
7630,apple,red
7631,banana,yellow
7632,apple,green
7633,apple,yellow
7634,cherry,red
7635,cherry,purple
7636,cherry,purple
7637,apple,green
7638,cherry,red
7639,apple,green
7640,apple,green
7641,apple,red
7642,apple,red
7643,cherry,red
7644,apple,green
7645,apple,green
7646,banana,yellow
7647,apple,yellow
7648,cherry,red
7649,apple,red
7650,apple,yellow
7651,banana,yellow
7652,banana,yellow
7653,banana,yellow
7654,apple,yellow
7655,banana,green
7656,apple,yellow
7657,cherry,red
7658,banana,yellow
7659,apple,red
7660,banana,green
7661,apple,yellow
7662,apple,red
7663,banana,green
7664,cherry,purple
7665,apple,yellow
7666,cherry,red
7667,banana,green
7668,banana,green
7669,apple,red
7670,banana,yellow
7671,banana,yellow
7672,banana,yellow
7673,cherry,red
7674,apple,red
7675,apple,red
7676,banana,yellow
7677,banana,yellow
7678,cherry,purple
7679,cherry,red
7680,banana,yellow
7681,cherry,red
7682,banana,green
7683,apple,red
7684,apple,yellow
7685,cherry,purple
7686,apple,green
7687,apple,yellow
7688,banana,green
7689,banana,yellow
7690,apple,green
7691,apple,yellow
7692,cherry,red
7693,banana,green
7694,banana,green
7695,apple,green
7696,apple,red
7697,banana,green
7698,apple,red
7699,cherry,red
7700,apple,red
7701,banana,yellow
7702,banana,yellow
7703,banana,green
7704,apple,red
7705,banana,green
7706,cherry,purple
7707,apple,green
7708,apple,red
7709,apple,red
7710,banana,green
7711,apple,yellow
7712,banana,yellow
7713,apple,yellow
7714,apple,green
7715,banana,green
7716,cherry,purple
7717,banana,yellow
7718,apple,red
7719,apple,green
7720,apple,red
7721,cherry,red
7722,banana,yellow
7723,apple,red
7724,apple,yellow
7725,cherry,purple
7726,banana,yellow
7727,banana,yellow
7728,apple,green
7729,banana,green
7730,apple,green
7731,banana,green
7732,banana,green
7733,apple,green
7734,banana,yellow
7735,apple,green
7736,apple,red
7737,banana,green
7738,apple,yellow
7739,apple,red
7740,apple,red
7741,apple,red
7742,apple,green
7743,banana,yellow
7744,apple,yellow
7745,banana,yellow
7746,apple,red
7747,apple,red
7748,apple,red
7749,cherry,purple
7750,apple,green
7751,banana,green
7752,cherry,red
7753,apple,red
7754,banana,yellow
7755,cherry,red
7756,apple,yellow
7757,apple,red
7758,banana,yellow
7759,cherry,purple
7760,cherry,red
7761,cherry,purple
7762,apple,yellow
7763,banana,green
7764,apple,yellow
7765,apple,green
7766,cherry,red
7767,apple,red
7768,cherry,red
7769,banana,yellow
7770,apple,red
7771,apple,red
7772,banana,yellow
7773,cherry,red
7774,apple,green
7775,apple,green
7776,apple,red
7777,apple,yellow
7778,cherry,red
7779,apple,green
7780,cherry,purple
7781,apple,red
7782,cherry,red
7783,banana,yellow
7784,apple,red
7785,banana,green
7786,apple,red
7787,apple,red
7788,banana,green
7789,apple,red
7790,apple,yellow
7791,banana,green
7792,cherry,red
7793,cherry,red
7794,cherry,purple
7795,apple,green
7796,apple,green
7797,banana,yellow
7798,apple,green
7799,apple,yellow
7800,banana,yellow
7801,cherry,red
7802,cherry,red
7803,cherry,red
7804,banana,yellow
7805,banana,green
7806,cherry,red
7807,apple,red
7808,banana,yellow
7809,cherry,red
7810,cherry,red
7811,apple,yellow
7812,apple,yellow
7813,banana,green
7814,apple,yellow
7815,apple,red
7816,apple,green
7817,cherry,red
7818,apple,red
7819,banana,yellow
7820,banana,green
7821,apple,yellow
7822,banana,yellow
7823,banana,green
7824,banana,green
7825,cherry,purple
7826,apple,red
7827,cherry,red
7828,cherry,red
7829,apple,red
7830,cherry,red
7831,apple,red
7832,banana,yellow
7833,banana,green
7834,apple,yellow
7835,banana,yellow
7836,banana,green
7837,apple,yellow
7838,apple,yellow
7839,banana,green
7840,apple,red
7841,banana,yellow
7842,banana,green
7843,apple,yellow
7844,cherry,red
7845,apple,green
7846,banana,yellow
7847,apple,green
7848,apple,green
7849,banana,yellow
7850,banana,yellow
7851,banana,yellow
7852,apple,yellow
7853,apple,green
7854,banana,green
7855,banana,green
7856,apple,red
7857,apple,red
7858,cherry,red
7859,cherry,purple
7860,banana,green
7861,apple,red
7862,cherry,purple
7863,banana,yellow
7864,banana,yellow
7865,banana,yellow
7866,banana,green
7867,banana,yellow
7868,cherry,red
7869,apple,red
7870,apple,red
7871,cherry,purple
7872,apple,yellow
7873,apple,yellow
7874,cherry,red
7875,apple,yellow
7876,apple,yellow
7877,apple,green
7878,banana,yellow
7879,banana,green
7880,banana,yellow
7881,banana,yellow
7882,apple,red
7883,apple,red
7884,apple,green
7885,banana,green
7886,banana,green
7887,banana,yellow
7888,apple,green
7889,cherry,red
7890,apple,yellow
7891,cherry,purple
7892,apple,green
7893,cherry,purple
7894,apple,red
7895,cherry,purple
7896,cherry,purple
